,hhid,year,region,work10t12,work13t15,work16t18,uct,femaleh,satth,hhsize,f0t6,m0t6,f7t12,m7t12,f13t15,f16t18,f19t60,m13t15,m16t18,m19t60,f61,m61,quint,rural,treatement,pretreatment,posttreatment,treated,ptreat
497,130102000211.0,2006,Sumatra,0.0,0.0,0.0,1,Male,Primary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 2,Rural,1.0,0.0,1.0,1.0,0.36901367
498,130102000215.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,4,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 1 (poorest),Rural,1.0,1.0,0.0,1.0,0.50660837
499,130102000215.0,2006,Sumatra,0.0,0.0,0.0,1,Male,Junior secondary,4,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 1 (poorest),Rural,1.0,0.0,1.0,1.0,0.43916172
500,130206002101.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,7,0.0,0.2857143,0.0,0.14285715,0.0,0.0,0.2857143,0.0,0.0,0.2857143,0.0,0.14285715,Quintile 2,Rural,1.0,1.0,0.0,1.0,0.39585316
501,130206002101.0,2006,Sumatra,0.0,0.0,0.0,1,Male,No education completed,7,0.0,0.14285715,0.0,0.14285715,0.0,0.0,0.2857143,0.0,0.0,0.2857143,0.0,0.14285715,Quintile 3,Rural,1.0,0.0,1.0,1.0,0.28988475
502,130206002102.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,8,0.125,0.0,0.25,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.19774675
503,130206002102.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,8,0.125,0.0,0.25,0.125,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.12915918
504,130206002105.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,5,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,Quintile 2,Rural,0.0,1.0,0.0,0.0,0.3254751
505,130206002105.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,5,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,Quintile 3,Rural,0.0,0.0,1.0,0.0,0.25346026
506,130206002106.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,4,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.1613193
507,130206002106.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,4,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.08229227
508,130206002107.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,6,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 2,Rural,0.0,1.0,0.0,0.0,0.37817645
509,130206002107.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,6,0.16666667,0.0,0.0,0.0,0.0,0.33333334,0.16666667,0.0,0.0,0.33333334,0.0,0.0,Quintile 3,Rural,0.0,0.0,1.0,0.0,0.32394457
510,130206002108.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,4,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 2,Rural,1.0,1.0,0.0,1.0,0.36299035
511,130206002108.0,2006,Sumatra,0.0,0.0,0.0,1,Male,Primary,4,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 3,Rural,1.0,0.0,1.0,1.0,0.3122307
512,130206002110.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,6,0.0,0.0,0.16666667,0.0,0.0,0.0,0.33333334,0.16666667,0.0,0.33333334,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.19059281
513,130206002110.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,5,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.1373772
514,130206002113.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,5,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 2,Rural,1.0,1.0,0.0,1.0,0.3314561
515,130206002113.0,2006,Sumatra,0.0,0.0,0.0,1,Male,Primary,5,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 2,Rural,1.0,0.0,1.0,1.0,0.3354833
516,130206002115.0,2005,Sumatra,0.0,0.0,0.0,0,Female,Primary,3,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.46639514
517,130206002115.0,2006,Sumatra,0.0,0.0,0.0,0,Female,Primary,3,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,Quintile 3,Rural,0.0,0.0,1.0,0.0,0.46639514
518,130206002116.0,2005,Sumatra,0.0,0.0,1.0,0,Male,No education completed,6,0.16666667,0.0,0.16666667,0.16666667,0.0,0.16666667,0.16666667,0.0,0.0,0.16666667,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.33998436
519,130206002116.0,2006,Sumatra,0.0,0.0,1.0,0,Male,No education completed,6,0.16666667,0.0,0.0,0.0,0.16666667,0.16666667,0.16666667,0.16666667,0.0,0.16666667,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.22949255
520,130307100104.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,7,0.42857143,0.0,0.2857143,0.14285715,0.0,0.0,0.14285715,0.0,0.0,0.14285715,0.0,0.0,Quintile 1 (poorest),Rural,0.0,1.0,0.0,0.0,0.45770326
521,130307100104.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,8,0.25,0.0,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.125,0.125,0.0,Quintile 1 (poorest),Rural,0.0,0.0,1.0,0.0,0.40507406
522,130307100105.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 2,Rural,0.0,1.0,0.0,0.0,0.47769722
523,130307100105.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,4,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 2,Rural,0.0,0.0,1.0,0.0,0.47790346
524,130307100106.0,2005,Sumatra,0.0,1.0,0.0,0,Male,Primary,7,0.0,0.0,0.0,0.14285715,0.0,0.14285715,0.14285715,0.14285715,0.0,0.2857143,0.14285715,0.0,Quintile 1 (poorest),Rural,0.0,1.0,0.0,0.0,0.389571
525,130307100106.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,7,0.0,0.0,0.0,0.2857143,0.14285715,0.0,0.14285715,0.0,0.0,0.2857143,0.14285715,0.0,Quintile 2,Rural,0.0,0.0,1.0,0.0,0.38107035
526,130307100107.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,6,0.16666667,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.33333334,0.0,0.0,Quintile 2,Rural,0.0,1.0,0.0,0.0,0.3531855
527,130307100107.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,6,0.16666667,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.19270329
528,130307100109.0,2005,Sumatra,0.0,1.0,1.0,0,Female,No education completed,6,0.0,0.0,0.16666667,0.0,0.0,0.16666667,0.16666667,0.16666667,0.0,0.33333334,0.0,0.0,Quintile 1 (poorest),Rural,0.0,1.0,0.0,0.0,0.65037256
529,130307100109.0,2006,Sumatra,0.0,0.0,1.0,0,Female,No education completed,4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,Quintile 3,Rural,0.0,0.0,1.0,0.0,0.51454145
530,130307100110.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.39468384
531,130307100110.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.2921285
532,130307100111.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,6,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 2,Rural,1.0,1.0,0.0,1.0,0.38205123
533,130307100111.0,2006,Sumatra,0.0,0.0,0.0,1,Male,No education completed,6,0.0,0.16666667,0.0,0.0,0.0,0.16666667,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 2,Rural,1.0,0.0,1.0,1.0,0.38205123
534,130307100114.0,2005,Sumatra,0.0,1.0,1.0,0,Male,Primary,7,0.14285715,0.14285715,0.14285715,0.0,0.0,0.0,0.14285715,0.14285715,0.14285715,0.14285715,0.0,0.0,Quintile 1 (poorest),Rural,0.0,1.0,0.0,0.0,0.4072141
535,130307100114.0,2006,Sumatra,0.0,1.0,0.0,0,Male,No education completed,7,0.0,0.14285715,0.2857143,0.0,0.0,0.0,0.14285715,0.14285715,0.0,0.2857143,0.0,0.0,Quintile 2,Rural,0.0,0.0,1.0,0.0,0.3670068
536,130307100115.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,7,0.14285715,0.14285715,0.2857143,0.2857143,0.0,0.0,0.14285715,0.0,0.0,0.14285715,0.0,0.0,Quintile 1 (poorest),Rural,1.0,1.0,0.0,1.0,0.5689878
537,130307100115.0,2006,Sumatra,0.0,1.0,0.0,1,Male,No education completed,8,0.375,0.125,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0,Quintile 1 (poorest),Rural,1.0,0.0,1.0,1.0,0.5530319
538,130307100116.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,4,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 3,Rural,1.0,1.0,0.0,1.0,0.3948832
539,130307100116.0,2006,Sumatra,0.0,0.0,0.0,1,Male,No education completed,4,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 1 (poorest),Rural,1.0,0.0,1.0,1.0,0.61604065
540,130411000203.0,2005,Sumatra,0.0,0.0,0.0,0,Female,No education completed,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.48870054
541,130411000203.0,2006,Sumatra,0.0,0.0,0.0,0,Female,No education completed,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Quintile 2,Rural,0.0,0.0,1.0,0.0,0.69475585
542,130411000204.0,2005,Sumatra,0.0,0.0,1.0,0,Male,Primary,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.1565722
543,130411000204.0,2006,Sumatra,0.0,0.0,1.0,0,Male,Primary,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.15434504
544,130411000205.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.2044843
545,130411000205.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.2044843
546,130411000206.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Rural,0.0,1.0,0.0,0.0,0.07556193
547,130411000206.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 2,Rural,0.0,0.0,1.0,0.0,0.36901367
548,130411000208.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,7,0.14285715,0.14285715,0.14285715,0.2857143,0.0,0.14285715,0.14285715,0.0,0.0,0.14285715,0.0,0.0,Quintile 3,Rural,0.0,1.0,0.0,0.0,0.25486442
549,130411000208.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Rural,0.0,0.0,1.0,0.0,0.07556193
550,130411000209.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.366903
551,130411000209.0,2006,Sumatra,0.0,0.0,0.0,0,Female,No education completed,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Quintile 2,Rural,0.0,0.0,1.0,0.0,0.5725502
552,130411000210.0,2005,Sumatra,0.0,0.0,1.0,0,Male,Primary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.16877149
553,130411000210.0,2006,Sumatra,0.0,0.0,1.0,0,Male,Primary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.16877149
554,130411000211.0,2005,Sumatra,0.0,0.0,0.0,0,Female,No education completed,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.37889937
555,130411000211.0,2006,Sumatra,0.0,0.0,0.0,0,Female,No education completed,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Quintile 2,Rural,0.0,0.0,1.0,0.0,0.69475585
556,130411000212.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,6,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.16666667,0.0,0.0,0.16666667,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.23878346
557,130411000212.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,4,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.19112018
558,130411000214.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.2044843
559,130411000214.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Junior secondary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.15977806
560,130411000215.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Rural,0.0,1.0,0.0,0.0,0.07556193
561,130411000215.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Rural,0.0,0.0,1.0,0.0,0.07556193
562,130411000216.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,4,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.2545132
563,130411000216.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,4,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.17714272
564,130508001201.0,2005,Sumatra,0.0,0.0,0.0,0,Female,No education completed,5,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,Quintile 4,Rural,1.0,1.0,0.0,1.0,0.39731565
565,130508001201.0,2006,Sumatra,0.0,0.0,0.0,1,Male,No education completed,5,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,Quintile 1 (poorest),Rural,1.0,0.0,1.0,1.0,0.61921966
566,130508001202.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,5,0.0,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.25721094
567,130508001202.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,7,0.0,0.14285715,0.2857143,0.0,0.0,0.0,0.2857143,0.0,0.0,0.2857143,0.0,0.0,Quintile 3,Rural,0.0,0.0,1.0,0.0,0.28405955
568,130508001203.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,7,0.0,0.14285715,0.0,0.0,0.0,0.0,0.71428573,0.0,0.0,0.0,0.0,0.14285715,Quintile 2,Rural,1.0,1.0,0.0,1.0,0.3231268
569,130508001203.0,2006,Sumatra,0.0,0.0,0.0,1,Male,No education completed,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,Quintile 4,Rural,1.0,0.0,1.0,1.0,0.28365338
570,130508001204.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,5,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 1 (poorest),Rural,1.0,1.0,0.0,1.0,0.5852856
571,130508001204.0,2006,Sumatra,0.0,0.0,0.0,1,Male,No education completed,5,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 3,Rural,1.0,0.0,1.0,1.0,0.350065
572,130508001205.0,2005,Sumatra,0.0,0.0,0.0,0,Female,No education completed,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.44766915
573,130508001205.0,2006,Sumatra,0.0,0.0,0.0,0,Female,No education completed,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Rural,0.0,0.0,1.0,0.0,0.17353418
574,130508001206.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.1409919
575,130508001206.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,6,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.16666667,0.33333334,0.16666667,0.0,Quintile 5 (richest),Rural,0.0,0.0,1.0,0.0,0.04908486
576,130508001208.0,2005,Sumatra,0.0,0.0,1.0,0,Male,No education completed,5,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.22977091
577,130508001208.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,6,0.0,0.0,0.0,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.5,0.16666667,0.0,Quintile 5 (richest),Rural,0.0,0.0,1.0,0.0,0.096605
578,130508001210.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,5,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,Quintile 1 (poorest),Rural,0.0,1.0,0.0,0.0,0.49227262
579,130508001210.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,5,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.21407999
580,130508001211.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,4,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 4,Rural,0.0,1.0,0.0,0.0,0.18293658
581,130508001211.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,4,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 4,Rural,0.0,0.0,1.0,0.0,0.2703169
582,130508001216.0,2005,Sumatra,0.0,0.0,0.0,0,Female,Junior secondary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.33333334,0.0,Quintile 2,Rural,1.0,1.0,0.0,1.0,0.40143493
583,130508001216.0,2006,Sumatra,0.0,0.0,0.0,1,Female,No education completed,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,Quintile 3,Rural,1.0,0.0,1.0,1.0,0.5259973
584,130602000202.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.33333334,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.07481135
585,130602000202.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.33333334,0.33333334,Quintile 4,Urban,0.0,0.0,1.0,0.0,0.17494364
586,130602000204.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Junior secondary,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.034842327
587,130602000204.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Junior secondary,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Urban,0.0,0.0,1.0,0.0,0.034842327
588,130602000205.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.33333334,0.0,0.0,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.054540113
589,130602000205.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Primary,6,0.16666667,0.16666667,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.16666667,0.0,0.16666667,Quintile 4,Urban,0.0,0.0,1.0,0.0,0.13811132
590,130602000207.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.022514708
591,130602000207.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,5,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 5 (richest),Urban,0.0,0.0,1.0,0.0,0.02613802
592,130602000208.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,8,0.125,0.125,0.0,0.125,0.0,0.0,0.125,0.375,0.0,0.125,0.0,0.0,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.0128700705
593,130602000208.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,8,0.125,0.125,0.0,0.375,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.0,Quintile 5 (richest),Urban,0.0,0.0,1.0,0.0,0.016764699
594,130602000210.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Primary,4,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,Quintile 4,Urban,0.0,1.0,0.0,0.0,0.1899833
595,130602000210.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,5,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 3,Urban,0.0,0.0,1.0,0.0,0.36804423
596,130602000212.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Junior secondary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.05812367
597,130602000212.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Junior secondary,3,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,Quintile 5 (richest),Urban,0.0,0.0,1.0,0.0,0.05812367
598,130602000215.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.019911833
599,130602000215.0,2006,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,13,0.15384616,0.07692308,0.0,0.07692308,0.0,0.0,0.23076923,0.07692308,0.0,0.3846154,0.0,0.0,Quintile 5 (richest),Urban,0.0,0.0,1.0,0.0,0.004480786
600,130602000216.0,2005,Sumatra,0.0,0.0,0.0,0,Male,No education completed,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.33333334,Quintile 5 (richest),Urban,0.0,1.0,0.0,0.0,0.122998685
601,130602000216.0,2006,Sumatra,0.0,0.0,0.0,0,Male,No education completed,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Quintile 5 (richest),Urban,0.0,0.0,1.0,0.0,0.17998609
602,130605100302.0,2005,Sumatra,0.0,1.0,0.0,0,Male,Primary,7,0.0,0.14285715,0.14285715,0.0,0.14285715,0.14285715,0.14285715,0.0,0.0,0.2857143,0.0,0.0,Quintile 4,Rural,1.0,1.0,0.0,1.0,0.14338185
603,130605100302.0,2006,Sumatra,1.0,0.0,1.0,1,Male,Primary,5,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,Quintile 4,Rural,1.0,0.0,1.0,1.0,0.17867193
604,130605100307.0,2005,Sumatra,0.0,0.0,0.0,0,Male,Senior secondary,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,0.33333334,Quintile 5 (richest),Rural,0.0,1.0,0.0,0.0,0.03471864
